gender,subCategory,articleType,baseColour,usage,style,weather_condition,trend_score
4,1,22,0,0,0,2,0.3
2,7,20,38,1,1,2,0.3
2,7,15,22,5,4,2,0.3
4,7,49,40,0,0,0,0.3
2,1,39,1,5,4,1,0.3
4,4,29,10,0,0,2,0.3
4,1,34,2,1,1,2,0.3
4,4,29,9,0,0,2,0.3
2,7,38,7,0,0,2,0.3
2,3,7,26,0,0,0,0.3
2,3,5,5,0,0,2,0.3
2,7,46,29,0,0,2,0.3
2,4,24,11,5,4,1,0.3
4,3,37,28,0,0,2,0.3
4,2,12,2,0,0,0,0.3
4,1,30,29,1,1,1,0.3
4,7,49,1,0,0,0,0.3
2,7,54,16,0,0,1,0.3
3,7,54,30,0,0,1,0.3
2,7,38,1,1,1,2,0.3
0,1,39,1,0,0,1,0.3
4,1,22,1,0,0,0,0.3
4,3,6,2,0,0,0,0.3
4,1,47,1,0,0,0,0.3
4,7,21,26,1,1,1,0.3
4,0,19,10,1,1,2,0.3
0,7,15,11,0,0,2,0.3
0,1,39,2,5,4,2,0.3
4,7,13,32,1,1,2,0.3
4,1,22,29,0,0,2,0.3
4,1,50,28,5,4,1,0.3
2,7,54,3,5,4,1,0.3
2,7,38,2,2,2,0,0.3
2,7,38,40,4,0,1,0.3
4,1,17,40,0,0,1,0.3
0,7,3,22,0,0,2,0.3
2,7,45,1,0,0,2,0.3
4,2,18,1,0,0,2,0.3
4,7,20,4,1,1,2,0.3
2,7,15,11,5,4,2,0.3
4,3,7,13,0,0,2,0.3
1,7,49,29,0,0,1,0.3
4,1,9,11,0,0,2,0.3
2,7,38,5,0,0,2,0.3
2,7,38,2,4,0,1,0.3
4,3,6,10,0,0,2,0.3
4,1,9,11,5,4,1,0.3
2,1,16,1,0,0,1,0.3
4,7,38,22,0,0,1,0.3
2,4,28,10,0,0,2,0.3
2,7,15,2,5,4,2,0.3
4,0,19,3,1,1,1,0.3
4,7,45,1,0,0,2,0.3
2,7,38,0,2,2,2,0.3
4,3,7,23,0,0,0,0.3
2,7,38,2,3,3,2,0.3
1,7,54,26,0,0,2,0.3
2,7,45,17,0,0,1,0.3
1,7,54,38,0,0,2,0.3
4,1,17,11,0,0,1,0.3
2,7,44,30,2,2,2,0.3
4,3,6,34,0,0,0,0.3
4,5,36,39,1,1,2,0.3
0,1,39,3,0,0,2,0.3
4,7,49,7,1,1,2,0.3
4,0,19,29,1,1,2,0.3
4,3,8,1,0,0,1,0.3
4,3,7,16,0,0,2,0.3
4,1,41,1,0,0,2,0.3
2,7,45,7,0,0,1,0.3
2,4,28,21,0,0,2,0.3
2,7,44,29,2,2,2,0.3
4,7,55,14,0,0,2,0.3
4,1,52,3,0,0,1,0.3
1,7,54,30,0,0,2,0.3
2,7,38,38,0,0,2,0.3
2,3,5,2,0,0,0,0.3
2,7,54,3,0,0,0,0.3
4,7,21,21,1,1,2,0.3
1,2,12,1,0,0,1,0.3
4,5,36,22,1,1,1,0.3
4,7,54,17,5,4,1,0.3
4,1,52,0,0,0,0,0.3
4,2,12,3,0,0,2,0.3
2,7,46,10,5,4,1,0.3
4,1,22,28,1,1,2,0.3
0,7,54,19,0,0,2,0.3
4,7,49,40,5,4,1,0.3
2,3,53,40,0,0,0,0.3
4,7,21,41,1,1,2,0.3
4,7,20,21,1,1,1,0.3
4,1,10,22,1,1,2,0.3
4,7,38,29,2,2,2,0.3
4,7,54,3,5,4,1,0.3
4,7,20,39,1,1,2,0.3
4,4,28,14,0,0,0,0.3
2,7,54,11,0,0,0,0.3
1,0,11,30,0,0,2,0.3
4,1,22,1,1,1,2,0.3
4,7,49,9,0,0,2,0.3
4,1,10,0,1,1,2,0.3
2,7,15,0,0,0,2,0.3
2,1,39,11,0,0,0,0.3
2,1,52,0,2,2,1,0.3
4,1,10,32,1,1,2,0.3
4,7,21,14,1,1,2,0.3
4,3,7,12,0,0,2,0.3
2,3,7,13,0,0,2,0.3
2,7,45,3,0,0,1,0.3
2,7,38,27,0,0,1,0.3
4,1,42,22,0,0,1,0.3
4,1,22,32,1,1,2,0.3
4,7,49,17,0,0,2,0.3
4,1,39,29,0,0,2,0.3
4,4,28,7,0,0,2,0.3
4,3,8,14,0,0,0,0.3
4,2,12,41,0,0,2,0.3
4,3,6,1,5,4,1,0.3
2,7,54,6,0,0,0,0.3
4,4,26,1,0,0,2,0.3
4,3,8,40,0,0,0,0.3
4,2,12,26,0,0,2,0.3
2,3,53,3,0,0,2,0.3
4,7,54,10,5,4,1,0.3
4,7,55,2,1,1,2,0.3
4,4,29,30,0,0,2,0.3
0,7,54,17,0,0,2,0.3
0,7,54,32,0,0,1,0.3
4,1,22,14,0,0,2,0.3
2,7,54,11,5,4,0,0.3
4,7,20,24,0,0,2,0.3
4,7,45,0,0,0,2,0.3
2,1,51,25,5,4,1,0.3
2,4,28,17,0,0,2,0.3
2,7,45,10,0,0,1,0.3
4,1,39,41,0,0,2,0.3
2,7,45,29,0,0,2,0.3
4,7,46,1,5,4,2,0.3
2,7,38,38,3,3,2,0.3
4,7,21,24,1,1,1,0.3
4,7,55,26,0,0,2,0.3
4,1,17,1,0,0,1,0.3
4,7,38,26,0,0,1,0.3
1,7,54,28,0,0,1,0.3
4,1,22,38,0,0,2,0.3
4,1,39,11,5,4,1,0.3
4,7,21,32,1,1,2,0.3
4,7,45,40,0,0,2,0.3
4,7,45,10,0,0,1,0.3
4,7,54,25,0,0,1,0.3
4,0,19,28,1,1,2,0.3
4,0,19,40,1,1,1,0.3
4,3,7,4,0,0,0,0.3
2,3,5,26,0,0,2,0.3
0,7,38,28,0,0,2,0.3
2,7,45,30,0,0,0,0.3
1,7,54,33,0,0,2,0.3
2,3,14,41,0,0,2,0.3
4,2,12,26,0,0,1,0.3
0,7,38,41,0,0,2,0.3
4,4,29,22,0,0,0,0.3
4,3,6,23,0,0,1,0.3
4,1,52,41,0,0,2,0.3
4,3,6,29,5,4,2,0.3
2,7,54,17,5,4,1,0.3
2,7,54,17,0,0,0,0.3
2,1,52,7,0,0,2,0.3
4,4,29,41,0,0,2,0.3
4,1,10,1,1,1,2,0.3
4,7,40,40,0,0,2,0.3
4,4,29,3,0,0,0,0.3
2,1,52,2,2,2,1,0.3
4,7,55,30,1,1,2,0.3
2,7,20,1,1,1,2,0.3
4,5,36,17,1,1,1,0.3
2,7,38,16,2,2,2,0.3
4,7,49,39,0,0,2,0.3
4,1,22,30,1,1,2,0.3
4,4,29,11,0,0,2,0.3
4,4,29,34,0,0,2,0.3
4,7,46,30,0,0,1,0.3
4,2,12,24,0,0,1,0.3
2,7,38,22,2,2,1,0.3
2,7,15,17,0,0,1,0.3
2,1,50,22,0,0,0,0.3
4,3,7,39,0,0,2,0.3
4,1,22,7,1,1,2,0.3
4,3,6,22,0,0,2,0.3
4,1,22,3,0,0,2,0.3
4,1,52,22,2,2,2,0.3
4,2,12,9,0,0,2,0.3
4,7,38,5,2,2,2,0.3
4,1,10,26,1,1,2,0.3
2,1,50,11,0,0,0,0.3
4,7,15,22,0,0,1,0.3
2,7,54,33,0,0,2,0.3
2,7,44,0,2,2,2,0.3
4,7,54,29,0,0,0,0.3
0,7,38,17,0,0,2,0.3
2,1,52,36,0,0,1,0.3
3,7,54,40,0,0,2,0.3
4,1,39,2,5,4,2,0.3
0,7,54,25,0,0,1,0.3
4,3,7,0,0,0,2,0.3
2,1,39,3,0,0,1,0.3
4,1,22,41,0,0,1,0.3
4,4,24,21,1,1,2,0.3
4,7,55,25,0,0,2,0.3
2,1,52,25,2,2,1,0.3
4,7,38,39,0,0,2,0.3
4,7,38,14,0,0,2,0.3
1,1,41,22,0,0,2,0.3
2,1,51,1,0,0,2,0.3
0,7,54,30,5,4,2,0.3
1,2,12,24,0,0,2,0.3
2,1,50,5,5,4,1,0.3
3,1,47,28,5,4,1,0.3
4,1,35,39,1,1,2,0.3
4,7,21,11,1,1,2,0.3
4,2,12,30,0,0,1,0.3
4,1,22,30,0,0,1,0.3
4,4,24,22,0,0,2,0.3
2,7,45,40,5,4,1,0.3
4,7,54,10,0,0,0,0.3
4,1,39,1,5,4,2,0.3
4,7,13,13,1,1,2,0.3
4,7,15,29,0,0,1,0.3
2,7,38,24,2,2,2,0.3
4,1,16,40,0,0,2,0.3
4,4,29,19,0,0,0,0.3
0,7,54,1,5,4,2,0.3
4,7,55,38,0,0,2,0.3
1,7,54,24,0,0,2,0.3
4,1,52,6,0,0,1,0.3
4,3,6,35,0,0,1,0.3
4,4,28,10,0,0,2,0.3
2,1,50,40,5,4,1,0.3
2,7,15,40,5,4,2,0.3
4,4,25,22,0,0,0,0.3
4,0,47,29,5,4,0,0.3
4,7,55,11,1,1,1,0.3
4,3,6,24,0,0,0,0.3
4,1,22,41,1,1,1,0.3
1,1,22,30,0,0,1,0.3
4,4,29,14,0,0,2,0.3
2,3,7,0,0,0,2,0.3
3,7,54,28,0,0,1,0.3
4,1,22,22,1,1,1,0.3
1,1,22,1,0,0,1,0.3
4,7,3,1,2,2,2,0.3
4,3,8,2,0,0,2,0.3
4,7,13,28,1,1,1,0.3
4,3,6,27,0,0,0,0.3
4,7,55,40,1,1,2,0.3
4,4,24,30,0,0,0,0.3
4,1,10,40,1,1,2,0.3
2,3,7,5,0,0,0,0.3
4,1,52,22,0,0,2,0.3
2,7,31,2,0,0,2,0.3
2,4,28,29,0,0,2,0.3
4,1,41,11,2,2,2,0.3
2,7,45,41,0,0,1,0.3
2,3,14,26,0,0,2,0.3
2,7,3,25,2,2,2,0.3
2,7,15,1,6,0,2,0.3
2,7,46,12,0,0,1,0.3
4,4,24,22,0,0,0,0.3
4,1,9,39,5,4,2,0.3
4,3,14,40,0,0,0,0.3
2,7,38,27,0,0,2,0.3
2,3,5,29,0,0,2,0.3
4,7,13,10,1,1,1,0.3
4,7,55,27,0,0,2,0.3
1,7,54,22,0,0,2,0.3
1,0,11,2,0,0,2,0.3
4,4,24,12,0,0,2,0.3
2,1,52,10,0,0,2,0.3
4,7,45,5,0,0,1,0.3
4,7,21,26,0,0,2,0.3
4,1,22,7,1,1,1,0.3
4,1,41,1,2,2,2,0.3
4,1,10,30,1,1,2,0.3
4,3,6,4,0,0,2,0.3
2,3,7,19,0,0,2,0.3
2,1,39,25,0,0,2,0.3
4,7,38,7,0,0,2,0.3
4,3,8,35,0,0,2,0.3
2,1,50,10,0,0,1,0.3
4,3,8,27,0,0,2,0.3
4,1,52,7,0,0,1,0.3
2,7,54,22,5,4,1,0.3
4,5,36,24,1,1,1,0.3
4,2,12,14,0,0,2,0.3
0,1,9,22,0,0,2,0.3
4,1,34,1,1,1,2,0.3
4,1,22,30,1,1,1,0.3
1,7,49,15,0,0,2,0.3
4,7,49,14,1,1,2,0.3
4,3,7,9,0,0,2,0.3
4,4,24,1,5,4,1,0.3
4,7,55,28,1,1,1,0.3
2,7,45,2,5,4,1,0.3
3,7,54,1,5,4,1,0.3
4,1,16,28,0,0,2,0.3
2,7,54,13,0,0,2,0.3
4,7,21,3,1,1,1,0.3
2,7,45,25,0,0,1,0.3
4,3,6,9,0,0,2,0.3
2,7,3,2,2,2,2,0.3
4,1,39,40,0,0,1,0.3
4,0,19,30,1,1,1,0.3
3,7,54,3,0,0,2,0.3
4,7,13,9,1,1,2,0.3
4,1,39,30,5,4,2,0.3
2,7,54,24,0,0,1,0.3
4,3,7,28,0,0,1,0.3
4,4,28,28,0,0,0,0.3
4,7,12,28,0,0,2,0.3
1,1,41,10,0,0,2,0.3
4,3,7,29,0,0,1,0.3
2,7,54,6,0,0,1,0.3
4,1,34,0,1,1,2,0.3
4,7,13,17,1,1,1,0.3
2,7,15,5,0,0,1,0.3
4,7,45,30,0,0,2,0.3
4,1,41,5,2,2,2,0.3
2,7,54,0,0,0,0,0.3
4,7,49,10,5,4,1,0.3
2,7,46,2,0,0,0,0.3
4,1,10,25,1,1,2,0.3
4,1,41,11,2,2,1,0.3
4,1,22,26,1,1,1,0.3
4,7,49,39,0,0,1,0.3
1,0,11,41,0,0,2,0.3
2,4,25,2,0,0,2,0.3
4,4,24,5,0,0,2,0.3
4,7,54,41,0,0,1,0.3
2,7,46,1,0,0,0,0.3
4,3,6,10,0,0,0,0.3
4,4,0,40,0,0,0,0.3
4,7,38,1,2,2,2,0.3
4,1,10,41,1,1,2,0.3
4,7,15,27,0,0,2,0.3
2,7,46,30,0,0,2,0.3
4,1,9,1,0,0,0,0.3
2,7,3,1,2,2,2,0.3
4,4,28,34,0,0,0,0.3
2,7,54,32,0,0,1,0.3
2,7,54,1,5,4,1,0.3
1,1,22,40,0,0,1,0.3
2,7,38,11,1,1,2,0.3
4,4,25,16,0,0,0,0.3
2,7,38,19,0,0,1,0.3
2,1,52,25,2,2,1,0.3
4,1,16,27,0,0,2,0.3
4,7,13,30,1,1,1,0.3
4,1,16,11,0,0,1,0.3
1,2,12,22,0,0,1,0.3
0,7,38,25,0,0,2,0.3
4,1,9,25,0,0,2,0.3
4,1,52,40,0,0,2,0.3
2,7,38,22,1,1,2,0.3
4,0,19,19,1,1,2,0.3
1,1,22,28,0,0,1,0.3
4,1,51,1,5,4,1,0.3
4,7,54,22,0,0,1,0.3
2,1,50,12,5,4,2,0.3
4,4,39,1,0,0,0,0.3
2,7,38,4,2,2,2,0.3
4,7,15,38,0,0,2,0.3
4,7,55,0,1,1,2,0.3
4,4,1,24,0,0,0,0.3
2,3,14,12,0,0,0,0.3
4,7,49,40,5,4,2,0.3
1,1,34,10,1,1,2,0.3
2,1,50,3,5,4,2,0.3
0,0,19,30,1,1,2,0.3
1,7,49,16,0,0,1,0.3
2,7,45,22,5,4,1,0.3
1,1,41,3,0,0,2,0.3
4,1,22,33,0,0,2,0.3
2,1,50,30,0,0,2,0.3
4,7,13,3,1,1,1,0.3
4,3,7,10,0,0,0,0.3
4,7,13,29,1,1,1,0.3
4,7,38,30,0,0,0,0.3
1,2,12,14,0,0,1,0.3
2,1,50,22,5,4,1,0.3
2,1,52,10,2,2,1,0.3
2,4,25,12,0,0,2,0.3
2,1,39,12,0,0,2,0.3
4,7,49,21,0,0,1,0.3
0,1,16,2,0,0,1,0.3
4,7,54,16,0,0,1,0.3
2,1,39,22,0,0,1,0.3
0,3,14,41,0,0,2,0.3
4,2,18,2,0,0,2,0.3
1,1,34,2,1,1,2,0.3
0,1,52,25,0,0,2,0.3
4,1,22,29,1,1,2,0.3
4,1,17,10,0,0,2,0.3
4,1,52,5,2,2,2,0.3
1,1,52,1,0,0,2,0.3
4,7,20,9,1,1,1,0.3
4,7,49,2,1,1,1,0.3
0,3,14,2,0,0,2,0.3
4,7,21,25,1,1,2,0.3
4,1,41,1,2,2,1,0.3
2,1,39,10,0,0,1,0.3
4,7,55,13,0,0,1,0.3
4,7,20,28,0,0,2,0.3
4,7,13,16,1,1,2,0.3
4,1,16,11,0,0,0,0.3
4,7,15,40,0,0,2,0.3
4,1,34,3,1,1,2,0.3
4,7,54,41,5,4,2,0.3
4,1,22,5,0,0,2,0.3
2,7,38,21,0,0,1,0.3
4,7,49,36,0,0,1,0.3
4,1,52,1,1,1,2,0.3
4,4,29,26,0,0,2,0.3
4,7,55,7,1,1,2,0.3
4,3,7,27,0,0,0,0.3
0,7,54,11,5,4,1,0.3
4,2,18,29,0,0,1,0.3
2,3,14,2,0,0,0,0.3
4,1,41,2,1,1,2,0.3
4,1,50,29,0,0,1,0.3
2,7,38,11,2,2,0,0.3
2,7,56,30,0,0,1,0.3
2,7,45,11,0,0,1,0.3
4,1,52,2,1,1,2,0.3
2,3,53,40,0,0,1,0.3
2,3,53,25,0,0,2,0.3
4,1,52,1,0,0,0,0.3
4,7,20,5,1,1,2,0.3
4,7,49,29,5,4,1,0.3
4,7,54,36,0,0,2,0.3
4,1,39,2,0,0,0,0.3
4,1,39,3,0,0,1,0.3
2,7,54,8,0,0,2,0.3
4,7,49,29,0,0,0,0.3
4,1,39,29,0,0,1,0.3
0,7,54,19,0,0,1,0.3
4,7,15,1,5,4,1,0.3
4,1,39,1,5,4,0,0.3
2,7,45,11,5,4,1,0.3
4,1,17,28,0,0,1,0.3
2,7,20,21,1,1,2,0.3
2,4,24,22,5,4,2,0.3
4,1,10,10,1,1,2,0.3
4,1,52,28,1,1,2,0.3
4,1,30,28,1,1,1,0.3
2,1,39,41,0,0,1,0.3
4,5,36,19,1,1,2,0.3
4,7,55,10,0,0,1,0.3
4,7,49,11,0,0,0,0.3
2,7,38,14,0,0,2,0.3
2,7,15,25,0,0,0,0.3
1,2,12,28,0,0,1,0.3
4,1,16,29,0,0,2,0.3
2,1,48,1,5,4,2,0.3
4,7,46,1,0,0,2,0.3
4,1,52,10,0,0,0,0.3
4,2,18,28,0,0,2,0.3
2,7,38,22,0,0,1,0.3
0,0,19,10,1,1,2,0.3
2,1,39,11,0,0,1,0.3
4,3,6,30,0,0,1,0.3
4,7,49,28,1,1,2,0.3
4,1,52,36,0,0,2,0.3
4,5,36,16,1,1,2,0.3
1,1,34,26,1,1,2,0.3
2,3,53,5,0,0,0,0.3
4,7,21,0,1,1,1,0.3
4,4,24,29,0,0,2,0.3
4,4,1,7,0,0,0,0.3
4,2,12,16,3,3,2,0.3
4,3,7,22,0,0,0,0.3
0,7,20,10,1,1,2,0.3
2,1,50,41,5,4,2,0.3
4,7,49,10,1,1,1,0.3
4,7,45,2,0,0,0,0.3
1,7,23,2,1,1,2,0.3
0,7,56,11,0,0,2,0.3
0,1,52,1,0,0,1,0.3
4,7,55,16,0,0,1,0.3
4,1,39,25,0,0,1,0.3
4,4,29,26,0,0,0,0.3
2,4,25,40,0,0,2,0.3
4,1,41,3,0,0,2,0.3
0,7,54,17,0,0,1,0.3
4,1,34,29,1,1,1,0.3
4,7,49,3,0,0,0,0.3
2,7,15,30,0,0,0,0.3
4,1,30,1,1,1,1,0.3
4,1,52,0,1,1,2,0.3
4,2,12,29,3,3,1,0.3
2,4,39,1,5,4,0,0.3
2,7,45,11,0,0,2,0.3
4,3,6,27,0,0,1,0.3
4,1,52,10,1,1,2,0.3
2,1,50,5,0,0,2,0.3
3,7,31,1,0,0,2,0.3
2,1,39,5,5,4,0,0.3
2,7,20,41,1,1,2,0.3
4,1,22,22,0,0,1,0.3
1,7,38,2,0,0,2,0.3
4,3,6,40,5,4,1,0.3
4,1,30,32,1,1,2,0.3
2,7,38,0,2,2,1,0.3
1,6,4,10,0,0,2,0.3
2,1,50,24,5,4,2,0.3
4,7,13,17,1,1,2,0.3
4,3,6,24,0,0,2,0.3
2,7,54,3,5,4,2,0.3
4,1,50,28,0,0,1,0.3
2,1,52,40,0,0,2,0.3
2,7,38,25,2,2,1,0.3
2,7,38,2,0,0,1,0.3
4,1,41,5,0,0,2,0.3
2,7,15,41,0,0,2,0.3
4,1,48,1,0,0,2,0.3
4,1,41,11,1,1,2,0.3
2,7,38,17,2,2,0,0.3
4,1,41,0,0,0,1,0.3
1,7,49,41,0,0,1,0.3
4,7,49,26,5,4,1,0.3
4,1,41,19,0,0,2,0.3
2,1,50,22,5,4,0,0.3
2,4,25,12,5,4,2,0.3
4,1,52,11,0,0,2,0.3
4,7,45,18,0,0,1,0.3
4,7,55,3,1,1,1,0.3
4,7,46,16,0,0,1,0.3
2,1,51,22,0,0,1,0.3
4,7,21,17,1,1,2,0.3
0,7,54,1,5,4,1,0.3
4,7,21,22,1,1,2,0.3
4,1,22,3,0,0,0,0.3
2,1,16,22,0,0,1,0.3
4,1,10,40,1,1,1,0.3
2,4,24,40,0,0,2,0.3
2,7,54,26,0,0,1,0.3
4,7,49,41,0,0,0,0.3
2,4,24,1,0,0,1,0.3
4,5,36,38,1,1,2,0.3
4,1,22,17,0,0,0,0.3
1,1,9,29,0,0,1,0.3
4,1,39,33,0,0,2,0.3
2,7,38,5,0,0,1,0.3
4,1,30,17,1,1,1,0.3
3,7,54,2,5,4,1,0.3
4,7,46,3,0,0,1,0.3
4,2,12,30,0,0,0,0.3
4,1,47,1,0,0,2,0.3
0,1,52,2,0,0,2,0.3
2,7,46,17,5,4,1,0.3
4,7,15,30,5,4,2,0.3
4,4,24,2,1,1,2,0.3
4,1,52,5,0,0,2,0.3
2,7,38,13,0,0,2,0.3
2,3,53,30,0,0,0,0.3
4,2,12,0,0,0,0,0.3
4,1,39,41,5,4,2,0.3
2,7,20,40,1,1,0,0.3
2,3,14,11,0,0,0,0.3
2,1,50,3,0,0,1,0.3
4,4,25,1,0,0,0,0.3
2,7,31,2,0,0,1,0.3
4,7,49,1,1,1,2,0.3
4,7,38,3,0,0,1,0.3
2,7,15,41,5,4,2,0.3
1,1,39,0,0,0,1,0.3
4,0,19,24,1,1,2,0.3
4,7,54,7,0,0,0,0.3
2,7,54,41,0,0,0,0.3
0,7,54,29,0,0,2,0.3
4,7,38,40,0,0,0,0.3
2,7,54,29,0,0,0,0.3
4,1,22,17,0,0,1,0.3
4,2,18,27,0,0,2,0.3
4,7,54,19,0,0,1,0.3
4,4,25,3,0,0,2,0.3
2,7,54,7,0,0,0,0.3
4,7,49,21,1,1,2,0.3
0,7,54,12,0,0,2,0.3
2,7,31,1,0,0,1,0.3
4,1,42,1,0,0,1,0.3
4,7,49,11,5,4,1,0.3
2,1,52,3,2,2,1,0.3
2,7,46,22,5,4,1,0.3
2,1,52,5,0,0,0,0.3
2,7,46,5,0,0,1,0.3
2,7,15,17,5,4,1,0.3
4,1,30,19,1,1,2,0.3
4,1,41,29,0,0,2,0.3
4,7,55,1,1,1,2,0.3
4,2,12,27,0,0,1,0.3
2,3,7,5,0,0,1,0.3
4,7,38,10,0,0,1,0.3
4,7,54,5,0,0,1,0.3
4,7,13,10,1,1,0,0.3
3,1,50,1,5,4,1,0.3
1,1,9,41,0,0,2,0.3
2,1,10,0,1,1,2,0.3
4,1,42,29,0,0,2,0.3
1,2,12,16,0,0,1,0.3
2,7,56,3,0,0,1,0.3
2,7,15,0,0,0,1,0.3
0,7,54,26,0,0,1,0.3
0,1,39,30,0,0,2,0.3
2,7,15,10,5,4,2,0.3
2,1,39,41,0,0,2,0.3
2,7,46,7,0,0,1,0.3
2,7,45,24,0,0,0,0.3
1,1,39,28,0,0,0,0.3
2,3,7,26,0,0,2,0.3
4,7,55,2,1,1,1,0.3
4,7,46,16,0,0,2,0.3
4,1,34,21,1,1,2,0.3
2,7,38,28,0,0,0,0.3
2,1,52,13,2,2,1,0.3
4,1,16,39,0,0,2,0.3
2,7,38,16,0,0,2,0.3
2,1,52,2,2,2,2,0.3
4,1,30,26,1,1,2,0.3
4,7,46,24,0,0,1,0.3
4,7,49,2,0,0,0,0.3
2,7,38,40,1,1,2,0.3
2,4,24,5,5,4,1,0.3
4,2,12,7,0,0,0,0.3
4,1,47,28,0,0,2,0.3
4,7,38,40,2,2,1,0.3
4,7,49,18,0,0,2,0.3
2,7,15,10,0,0,2,0.3
2,7,21,1,1,1,1,0.3
2,7,38,40,4,0,2,0.3
4,5,36,14,1,1,1,0.3
2,1,39,30,5,4,2,0.3
4,1,22,22,0,0,0,0.3
3,7,46,11,5,4,1,0.3
2,7,54,29,0,0,1,0.3
2,7,20,3,1,1,2,0.3
0,7,54,41,5,4,1,0.3
4,1,48,22,0,0,2,0.3
2,7,54,40,5,4,1,0.3
2,7,15,29,5,4,1,0.3
4,7,15,7,0,0,1,0.3
4,7,49,1,5,4,2,0.3
2,1,10,24,1,1,2,0.3
0,1,22,40,0,0,2,0.3
2,1,52,7,2,2,2,0.3
4,7,46,22,0,0,1,0.3
4,1,9,29,5,4,2,0.3
4,1,41,29,1,1,2,0.3
4,3,7,9,0,0,0,0.3
4,1,39,26,0,0,2,0.3
4,1,9,29,0,0,2,0.3
2,7,31,25,0,0,2,0.3
4,5,36,25,1,1,2,0.3
2,1,52,7,0,0,1,0.3
1,1,41,1,0,0,1,0.3
4,3,7,24,0,0,0,0.3
2,1,50,40,5,4,2,0.3
4,3,6,40,0,0,1,0.3
4,4,25,28,0,0,2,0.3
2,7,54,39,0,0,1,0.3
2,7,31,3,0,0,2,0.3
4,7,54,21,0,0,2,0.3
4,1,22,21,0,0,1,0.3
4,7,38,40,4,0,2,0.3
2,1,51,40,5,4,1,0.3
0,1,39,41,0,0,2,0.3
4,1,41,7,0,0,2,0.3
4,2,18,38,0,0,2,0.3
4,4,25,17,0,0,0,0.3
0,0,11,40,0,0,2,0.3
4,3,7,19,0,0,2,0.3
4,4,24,40,0,0,0,0.3
4,1,41,22,2,2,2,0.3
4,7,21,27,1,1,2,0.3
4,1,50,2,0,0,1,0.3
4,4,0,1,0,0,2,0.3
2,7,54,13,0,0,1,0.3
4,7,49,40,2,2,2,0.3
2,7,20,22,1,1,2,0.3
2,1,50,3,5,4,1,0.3
4,1,9,12,0,0,2,0.3
2,7,38,32,0,0,2,0.3
2,7,54,28,0,0,0,0.3
4,1,9,0,0,0,2,0.3
4,4,1,30,0,0,0,0.3
2,7,43,30,0,0,0,0.3
4,7,15,1,5,4,2,0.3
4,2,12,22,2,2,2,0.3
4,7,49,23,0,0,1,0.3
0,7,38,40,0,0,1,0.3
2,7,44,7,2,2,2,0.3
1,1,9,2,0,0,1,0.3
0,1,52,13,0,0,2,0.3
0,7,54,2,5,4,1,0.3
2,7,54,28,5,4,2,0.3
4,7,45,2,0,0,2,0.3
2,7,54,36,0,0,1,0.3
3,7,54,3,0,0,1,0.3
4,7,40,0,0,0,2,0.3
4,7,49,5,0,0,2,0.3
2,7,38,12,4,0,1,0.3
4,3,7,7,0,0,0,0.3
4,7,45,41,0,0,2,0.3
2,3,7,29,0,0,2,0.3
0,1,39,10,0,0,1,0.3
4,0,19,21,1,1,1,0.3
4,7,46,29,5,4,1,0.3
4,0,19,19,1,1,1,0.3
2,1,50,0,0,0,2,0.3
4,7,23,30,1,1,1,0.3
2,1,39,3,5,4,2,0.3
2,7,44,17,2,2,2,0.3
4,0,19,22,1,1,1,0.3
1,2,12,30,0,0,2,0.3
4,4,29,37,0,0,2,0.3
4,3,8,4,0,0,0,0.3
4,7,46,22,5,4,1,0.3
4,1,48,19,0,0,2,0.3
2,7,38,1,0,0,0,0.3
4,3,7,5,0,0,2,0.3
0,7,38,22,0,0,1,0.3
2,1,51,5,5,4,1,0.3
2,1,50,24,5,4,1,0.3
2,7,54,28,5,4,1,0.3
2,7,38,30,0,0,0,0.3
4,2,12,17,0,0,1,0.3
4,1,52,22,2,2,0,0.3
4,7,40,17,0,0,1,0.3
4,7,54,11,2,2,1,0.3
4,4,1,22,0,0,0,0.3
4,3,6,12,0,0,2,0.3
4,7,15,22,0,0,2,0.3
4,1,22,21,1,1,2,0.3
4,7,40,11,0,0,1,0.3
4,7,49,1,5,4,0,0.3
4,1,22,17,1,1,2,0.3
4,1,50,30,5,4,1,0.3
0,7,54,0,0,0,2,0.3
4,3,6,3,0,0,0,0.3
1,1,39,29,0,0,1,0.3
4,1,42,23,0,0,1,0.3
4,7,21,0,0,0,2,0.3
1,1,16,11,0,0,2,0.3
2,7,49,40,0,0,2,0.3
4,1,10,11,1,1,2,0.3
4,1,9,1,1,1,2,0.3
2,7,54,14,0,0,1,0.3
4,7,20,1,1,1,0,0.3
4,4,29,16,0,0,0,0.3
4,7,55,9,0,0,1,0.3
4,4,32,28,0,0,2,0.3
4,7,54,26,5,4,1,0.3
4,7,20,1,0,0,2,0.3
2,1,39,2,0,0,1,0.3
4,7,49,28,5,4,0,0.3
4,1,22,5,0,0,1,0.3
4,7,38,17,0,0,2,0.3
4,7,54,22,0,0,0,0.3
4,1,39,7,0,0,2,0.3
4,4,29,0,0,0,2,0.3
4,0,19,11,1,1,1,0.3
4,7,38,29,2,2,1,0.3
4,7,49,21,0,0,2,0.3
2,7,44,22,2,2,2,0.3
2,7,38,22,2,2,0,0.3
4,7,23,3,1,1,1,0.3
4,0,19,3,1,1,2,0.3
