gender,subCategory,articleType,baseColour,usage,style,weather_condition,trend_score
4,7,54,33,0,0,2,0.3
4,3,7,22,0,0,2,0.3
4,1,9,5,0,0,2,0.3
2,7,45,1,0,0,1,0.3
4,3,7,17,0,0,0,0.3
2,7,45,2,0,0,1,0.3
4,1,16,2,0,0,0,0.3
0,1,39,22,0,0,2,0.3
2,1,39,30,0,0,2,0.3
4,1,47,1,5,4,2,0.3
4,1,22,11,0,0,2,0.3
4,7,13,18,1,1,2,0.3
3,7,54,10,0,0,1,0.3
3,7,54,1,0,0,2,0.3
4,7,20,32,1,1,1,0.3
4,7,13,40,1,1,2,0.3
4,1,52,0,0,0,1,0.3
3,7,54,29,5,4,2,0.3
4,3,6,38,0,0,2,0.3
1,7,54,2,0,0,2,0.3
4,3,7,1,0,0,0,0.3
2,7,45,5,0,0,1,0.3
4,7,54,10,5,4,2,0.3
4,7,54,29,5,4,1,0.3
4,0,19,0,1,1,1,0.3
2,3,53,11,0,0,0,0.3
0,7,54,28,0,0,2,0.3
4,5,36,10,1,1,2,0.3
4,4,28,29,0,0,0,0.3
2,1,39,2,5,4,1,0.3
2,7,20,25,1,1,2,0.3
4,2,12,7,0,0,1,0.3
3,7,54,40,0,0,1,0.3
4,7,54,6,0,0,0,0.3
4,7,21,7,1,1,2,0.3
4,1,39,28,0,0,2,0.3
4,2,12,0,0,0,1,0.3
4,7,21,10,1,1,2,0.3
2,1,52,7,2,2,0,0.3
4,7,20,21,1,1,2,0.3
4,7,54,4,0,0,2,0.3
4,3,7,41,0,0,2,0.3
4,2,18,16,0,0,0,0.3
4,7,49,30,1,1,1,0.3
4,3,8,1,0,0,2,0.3
2,1,50,2,0,0,2,0.3
4,1,22,0,0,0,1,0.3
4,4,29,40,0,0,0,0.3
4,3,7,14,0,0,0,0.3
2,3,7,40,0,0,0,0.3
1,7,49,41,0,0,2,0.3
2,3,7,30,0,0,0,0.3
4,7,54,2,0,0,0,0.3
1,1,41,40,0,0,2,0.3
4,1,41,30,0,0,2,0.3
4,7,38,1,2,2,1,0.3
4,7,13,10,1,1,2,0.3
4,1,50,11,5,4,2,0.3
4,7,54,3,5,4,2,0.3
4,4,29,17,0,0,0,0.3
2,1,39,3,0,0,2,0.3
4,1,16,1,0,0,0,0.3
0,1,39,1,0,0,2,0.3
4,1,50,1,5,4,2,0.3
2,7,15,1,0,0,1,0.3
4,3,7,1,0,0,2,0.3
0,7,54,29,0,0,1,0.3
2,1,52,10,0,0,1,0.3
4,1,16,22,0,0,1,0.3
4,1,50,2,0,0,2,0.3
4,1,22,40,0,0,1,0.3
4,5,36,0,1,1,2,0.3
4,1,9,22,0,0,2,0.3
2,1,51,22,5,4,2,0.3
2,1,50,40,0,0,2,0.3
4,3,6,11,0,0,2,0.3
2,7,54,20,0,0,2,0.3
4,5,36,40,1,1,2,0.3
2,7,38,39,0,0,2,0.3
4,3,7,40,0,0,1,0.3
4,4,29,28,0,0,2,0.3
4,3,7,2,0,0,2,0.3
4,0,19,24,1,1,1,0.3
4,2,12,25,0,0,2,0.3
4,2,12,3,0,0,1,0.3
0,7,54,24,0,0,2,0.3
4,7,49,3,0,0,1,0.3
4,7,21,29,1,1,2,0.3
4,4,29,1,0,0,2,0.3
2,7,15,2,0,0,1,0.3
4,1,50,22,5,4,1,0.3
1,7,54,29,0,0,1,0.3
4,7,21,30,1,1,2,0.3
4,1,50,22,5,4,2,0.3
4,7,55,0,0,0,2,0.3
1,1,39,1,0,0,2,0.3
2,1,39,1,5,4,1,0.3
4,2,18,3,0,0,2,0.3
4,2,12,1,3,3,1,0.3
2,7,38,17,0,0,2,0.3
4,1,50,22,0,0,2,0.3
4,3,37,35,0,0,2,0.3
1,3,14,28,0,0,2,0.3
4,7,54,29,0,0,1,0.3
4,7,21,10,1,1,1,0.3
2,7,27,3,1,1,2,0.3
4,7,54,2,5,4,2,0.3
2,7,38,1,2,2,2,0.3
2,1,39,11,5,4,2,0.3
1,2,12,40,0,0,1,0.3
4,1,34,10,1,1,2,0.3
4,7,20,29,0,0,1,0.3
4,3,6,1,5,4,0,0.3
4,1,9,1,5,4,1,0.3
4,7,54,27,0,0,1,0.3
4,1,9,11,5,4,2,0.3
2,7,38,24,2,2,0,0.3
4,1,41,10,0,0,2,0.3
2,7,54,30,0,0,1,0.3
2,4,24,22,0,0,0,0.3
2,7,45,10,0,0,0,0.3
4,3,6,40,5,4,0,0.3
4,7,20,25,1,1,1,0.3
2,3,53,40,0,0,2,0.3
4,3,6,1,0,0,1,0.3
2,7,15,30,5,4,2,0.3
4,1,17,2,0,0,2,0.3
4,1,50,11,5,4,1,0.3
2,4,24,22,5,4,1,0.3
4,7,49,1,5,4,1,0.3
2,7,20,32,1,1,2,0.3
4,1,41,7,0,0,1,0.3
4,0,19,38,1,1,1,0.3
2,4,25,1,5,4,0,0.3
2,7,38,22,0,0,0,0.3
2,7,38,3,2,2,1,0.3
2,7,38,10,2,2,2,0.3
4,3,6,12,5,4,0,0.3
4,7,54,16,5,4,2,0.3
4,7,15,2,0,0,1,0.3
4,7,54,30,5,4,1,0.3
1,7,49,10,0,0,2,0.3
3,7,54,2,5,4,2,0.3
4,1,34,17,1,1,2,0.3
4,3,6,39,0,0,0,0.3
2,7,54,38,0,0,2,0.3
2,3,5,2,0,0,2,0.3
1,7,33,40,0,0,2,0.3
4,7,21,39,1,1,1,0.3
2,1,39,22,5,4,1,0.3
2,7,20,17,1,1,2,0.3
2,3,53,2,0,0,0,0.3
4,1,41,1,0,0,0,0.3
4,7,13,7,1,1,2,0.3
4,7,46,30,0,0,2,0.3
2,7,45,11,0,0,0,0.3
2,7,54,3,0,0,1,0.3
4,7,45,28,0,0,1,0.3
4,1,39,10,0,0,1,0.3
4,7,15,2,5,4,1,0.3
4,1,41,1,1,1,2,0.3
2,3,14,17,0,0,0,0.3
4,3,6,30,0,0,2,0.3
4,7,49,12,0,0,2,0.3
4,3,8,40,0,0,2,0.3
4,1,17,2,0,0,1,0.3
4,7,49,33,0,0,2,0.3
4,1,30,21,1,1,1,0.3
2,7,45,1,5,4,1,0.3
0,7,54,11,0,0,2,0.3
4,3,6,20,0,0,2,0.3
4,2,12,1,4,0,1,0.3
2,7,20,40,1,1,2,0.3
2,7,54,40,0,0,1,0.3
2,4,24,12,5,4,2,0.3
4,7,38,17,0,0,1,0.3
2,1,39,5,0,0,2,0.3
4,7,54,2,0,0,1,0.3
4,1,22,1,0,0,2,0.3
4,7,45,11,0,0,0,0.3
2,7,54,1,0,0,1,0.3
4,1,30,2,1,1,1,0.3
4,1,9,2,5,4,0,0.3
4,0,19,2,1,1,1,0.3
4,4,28,41,0,0,2,0.3
2,1,39,10,0,0,2,0.3
4,3,6,26,0,0,2,0.3
4,1,41,32,1,1,2,0.3
2,3,53,10,0,0,2,0.3
4,7,46,1,5,4,1,0.3
4,1,52,10,0,0,1,0.3
4,7,15,30,0,0,2,0.3
2,4,25,22,0,0,0,0.3
2,7,38,25,0,0,2,0.3
0,7,38,40,0,0,2,0.3
2,1,39,22,5,4,0,0.3
1,2,12,41,0,0,2,0.3
2,7,38,28,2,2,2,0.3
4,1,30,30,1,1,1,0.3
4,2,12,17,0,0,2,0.3
4,1,10,29,1,1,2,0.3
2,7,38,40,2,2,0,0.3
4,1,41,11,0,0,1,0.3
2,7,20,10,1,1,2,0.3
4,5,36,25,1,1,1,0.3
4,7,20,39,1,1,1,0.3
4,3,6,30,0,0,0,0.3
2,7,20,7,1,1,2,0.3
2,7,54,22,0,0,1,0.3
2,4,24,1,5,4,2,0.3
2,1,52,3,2,2,2,0.3
2,7,38,13,0,0,1,0.3
4,7,45,1,0,0,1,0.3
4,1,39,0,0,0,1,0.3
4,7,49,29,1,1,2,0.3
2,3,14,13,0,0,2,0.3
2,1,39,22,0,0,1,0.3
4,1,22,2,5,4,2,0.3
4,1,41,41,0,0,2,0.3
2,3,5,40,0,0,2,0.3
4,7,55,17,1,1,1,0.3
0,7,20,2,1,1,2,0.3
4,1,22,10,0,0,2,0.3
4,1,30,28,1,1,2,0.3
4,3,6,40,0,0,1,0.3
4,7,21,28,1,1,2,0.3
4,7,49,41,0,0,1,0.3
4,1,41,1,5,4,2,0.3
4,1,9,0,0,0,1,0.3
2,7,38,40,0,0,0,0.3
4,7,38,2,0,0,1,0.3
4,4,29,41,0,0,0,0.3
2,1,39,0,0,0,1,0.3
4,7,46,25,0,0,1,0.3
4,7,13,7,1,1,1,0.3
4,7,38,2,0,0,0,0.3
4,1,30,19,1,1,1,0.3
2,7,38,22,4,0,1,0.3
4,4,0,30,0,0,0,0.3
1,1,39,29,0,0,2,0.3
2,7,46,25,0,0,1,0.3
0,7,46,10,0,0,1,0.3
4,2,12,29,0,0,1,0.3
0,6,4,40,0,0,2,0.3
2,7,15,30,0,0,1,0.3
4,1,39,40,0,0,2,0.3
4,0,19,2,1,1,2,0.3
4,7,49,7,0,0,1,0.3
2,4,25,1,0,0,2,0.3
4,1,16,14,0,0,2,0.3
4,7,13,0,1,1,2,0.3
2,3,14,25,0,0,2,0.3
4,1,41,30,0,0,1,0.3
4,4,29,2,0,0,2,0.3
2,1,16,2,0,0,0,0.3
2,3,5,30,0,0,2,0.3
4,2,12,1,3,3,1,0.3
2,3,14,5,0,0,0,0.3
4,1,22,40,0,0,2,0.3
2,1,51,2,5,4,1,0.3
4,7,54,1,5,4,2,0.3
2,7,38,30,2,2,2,0.3
4,7,21,17,1,1,1,0.3
0,7,20,40,1,1,2,0.3
2,1,39,13,0,0,2,0.3
3,7,54,1,5,4,2,0.3
2,7,54,12,0,0,1,0.3
2,1,52,25,2,2,2,0.3
2,7,15,1,5,4,1,0.3
4,7,54,7,0,0,1,0.3
4,1,9,28,5,4,2,0.3
4,7,13,24,1,1,2,0.3
2,3,14,12,0,0,1,0.3
4,7,49,27,0,0,1,0.3
4,2,18,26,0,0,2,0.3
2,1,52,13,2,2,1,0.3
4,2,12,2,0,0,1,0.3
4,7,20,14,0,0,2,0.3
4,7,45,11,0,0,1,0.3
4,7,45,22,0,0,1,0.3
1,7,49,10,0,0,1,0.3
2,1,50,1,0,0,1,0.3
2,7,15,11,5,4,1,0.3
4,3,6,35,0,0,1,0.3
3,7,15,40,0,0,2,0.3
4,4,29,14,0,0,0,0.3
2,1,51,22,5,4,1,0.3
4,7,13,30,1,1,2,0.3
2,7,38,1,0,0,1,0.3
4,5,36,6,1,1,1,0.3
2,7,38,14,2,2,1,0.3
2,7,54,38,0,0,1,0.3
2,7,38,2,2,2,1,0.3
4,1,22,22,1,1,2,0.3
4,3,6,28,0,0,1,0.3
4,0,19,41,1,1,2,0.3
1,7,49,24,0,0,2,0.3
0,7,38,10,0,0,2,0.3
4,0,19,40,1,1,2,0.3
2,7,46,0,0,0,1,0.3
2,1,39,40,5,4,1,0.3
4,7,21,0,1,1,2,0.3
1,7,49,1,0,0,1,0.3
4,7,55,7,0,0,2,0.3
0,6,4,41,0,0,2,0.3
4,1,52,11,2,2,2,0.3
4,3,6,7,0,0,2,0.3
4,4,28,14,0,0,2,0.3
4,4,32,2,0,0,0,0.3
4,1,22,28,0,0,2,0.3
4,7,21,30,1,1,1,0.3
2,1,52,25,0,0,2,0.3
4,5,36,1,1,1,2,0.3
4,7,38,11,0,0,2,0.3
4,4,29,7,0,0,2,0.3
4,7,49,10,1,1,2,0.3
4,1,41,3,0,0,1,0.3
4,1,41,22,0,0,2,0.3
4,1,22,3,1,1,1,0.3
0,0,19,2,1,1,2,0.3
4,7,54,11,0,0,0,0.3
4,4,29,11,0,0,0,0.3
4,3,6,2,0,0,1,0.3
2,7,38,4,0,0,2,0.3
2,7,15,1,5,4,2,0.3
4,7,45,16,0,0,1,0.3
4,7,49,0,1,1,1,0.3
2,1,39,40,5,4,2,0.3
4,7,49,36,1,1,2,0.3
4,7,13,14,1,1,2,0.3
2,1,50,2,5,4,2,0.3
2,1,52,1,2,2,1,0.3
2,7,38,29,0,0,1,0.3
4,7,49,25,0,0,1,0.3
4,1,47,1,5,4,1,0.3
0,7,54,26,0,0,2,0.3
4,5,36,7,1,1,2,0.3
4,7,12,7,0,0,2,0.3
4,1,52,0,2,2,2,0.3
4,7,49,32,0,0,2,0.3
4,7,46,11,5,4,1,0.3
4,1,52,25,0,0,0,0.3
4,7,13,1,1,1,2,0.3
2,1,52,7,2,2,1,0.3
4,1,9,41,0,0,1,0.3
2,4,25,5,0,0,0,0.3
4,7,46,11,0,0,2,0.3
2,7,45,10,0,0,2,0.3
4,1,41,21,1,1,2,0.3
2,1,39,1,5,4,0,0.3
2,7,54,1,0,0,0,0.3
4,7,49,1,1,1,1,0.3
2,7,54,41,0,0,1,0.3
4,7,20,24,1,1,1,0.3
2,4,24,11,0,0,2,0.3
2,7,38,17,0,0,0,0.3
2,1,52,10,2,2,2,0.3
4,1,30,22,1,1,1,0.3
2,7,15,22,0,0,0,0.3
4,1,41,28,0,0,1,0.3
2,7,21,17,1,1,2,0.3
4,1,10,16,1,1,2,0.3
4,7,20,33,1,1,1,0.3
4,1,41,0,1,1,2,0.3
0,7,54,11,0,0,1,0.3
4,2,12,1,3,3,0,0.3
2,7,38,14,4,0,2,0.3
2,7,45,1,0,0,0,0.3
4,7,13,25,1,1,2,0.3
4,7,49,0,0,0,0,0.3
4,3,6,11,5,4,0,0.3
4,5,36,3,1,1,1,0.3
4,7,45,29,0,0,1,0.3
2,7,38,26,0,0,2,0.3
2,7,15,13,0,0,1,0.3
2,7,15,2,0,0,2,0.3
4,1,39,40,0,0,0,0.3
2,7,38,41,2,2,1,0.3
4,2,12,22,0,0,1,0.3
2,7,38,29,0,0,0,0.3
2,3,53,10,0,0,0,0.3
4,3,6,35,0,0,0,0.3
4,7,55,22,0,0,2,0.3
4,3,8,2,0,0,0,0.3
2,1,39,28,0,0,2,0.3
4,7,49,40,1,1,2,0.3
4,3,7,26,0,0,2,0.3
2,7,46,40,0,0,1,0.3
4,3,6,1,5,4,2,0.3
2,4,24,19,0,0,2,0.3
2,7,54,10,0,0,1,0.3
4,4,24,1,5,4,2,0.3
2,7,54,39,0,0,2,0.3
4,3,6,30,0,0,1,0.3
4,7,13,11,1,1,2,0.3
2,3,5,10,0,0,2,0.3
4,1,34,26,1,1,2,0.3
4,3,7,31,0,0,0,0.3
0,7,54,10,5,4,2,0.3
2,3,53,12,0,0,0,0.3
4,1,47,3,0,0,2,0.3
4,7,21,25,1,1,1,0.3
1,7,33,10,0,0,2,0.3
4,1,41,28,5,4,2,0.3
2,4,25,22,5,4,0,0.3
1,1,9,22,0,0,2,0.3
4,7,38,26,0,0,2,0.3
2,1,50,7,0,0,2,0.3
4,7,54,3,0,0,1,0.3
1,1,9,40,0,0,2,0.3
2,3,7,40,0,0,1,0.3
2,7,38,26,2,2,1,0.3
4,7,49,26,0,0,1,0.3
2,1,51,1,0,0,1,0.3
2,1,39,19,0,0,2,0.3
4,7,55,40,0,0,1,0.3
4,3,6,35,5,4,0,0.3
2,1,39,12,5,4,2,0.3
4,7,54,16,0,0,2,0.3
2,4,25,1,0,0,0,0.3
2,7,45,22,0,0,0,0.3
1,3,14,10,0,0,2,0.3
4,7,49,10,5,4,2,0.3
4,2,12,18,0,0,2,0.3
4,7,20,38,1,1,2,0.3
4,1,34,19,1,1,1,0.3
2,7,38,1,2,2,0,0.3
4,7,54,26,5,4,2,0.3
4,3,7,26,0,0,0,0.3
0,7,54,22,0,0,1,0.3
4,1,41,2,0,0,1,0.3
2,3,5,1,0,0,2,0.3
4,2,12,10,0,0,2,0.3
4,7,45,40,0,0,1,0.3
4,1,16,11,0,0,2,0.3
2,1,52,22,2,2,1,0.3
4,2,12,1,3,3,2,0.3
4,1,22,40,1,1,2,0.3
3,1,47,1,5,4,2,0.3
2,7,38,30,0,0,1,0.3
2,3,14,40,0,0,0,0.3
2,7,46,3,0,0,1,0.3
4,7,55,29,0,0,2,0.3
4,7,20,25,1,1,2,0.3
0,1,10,40,1,1,2,0.3
4,1,22,17,1,1,1,0.3
4,7,54,1,0,0,0,0.3
2,7,46,2,5,4,1,0.3
4,7,15,29,5,4,2,0.3
4,7,49,1,1,1,1,0.3
4,7,55,30,0,0,1,0.3
2,7,38,19,0,0,2,0.3
0,7,38,1,0,0,2,0.3
4,0,19,7,1,1,2,0.3
2,4,24,10,0,0,2,0.3
4,7,55,32,1,1,2,0.3
2,7,15,40,5,4,1,0.3
2,7,15,22,0,0,2,0.3
2,1,52,13,4,0,1,0.3
4,7,21,33,1,1,1,0.3
2,1,52,22,2,2,2,0.3
4,0,19,26,1,1,2,0.3
4,7,20,38,1,1,1,0.3
2,1,39,30,0,0,1,0.3
4,7,46,2,0,0,1,0.3
2,7,38,3,0,0,1,0.3
4,1,9,1,1,1,1,0.3
4,7,13,28,1,1,2,0.3
4,1,9,3,5,4,1,0.3
4,7,56,28,0,0,2,0.3
4,1,39,1,0,0,2,0.3
4,1,9,10,0,0,2,0.3
4,1,34,40,1,1,2,0.3
2,7,15,25,0,0,2,0.3
4,1,41,38,0,0,2,0.3
2,7,15,1,0,0,2,0.3
4,1,41,36,0,0,1,0.3
4,7,49,2,1,1,2,0.3
2,7,54,4,0,0,1,0.3
4,1,22,30,0,0,2,0.3
4,4,32,1,0,0,0,0.3
4,7,45,30,0,0,0,0.3
2,4,25,22,0,0,2,0.3
1,7,23,28,1,1,2,0.3
4,7,54,40,5,4,2,0.3
4,7,55,17,0,0,1,0.3
4,1,22,22,0,0,2,0.3
4,4,24,1,0,0,2,0.3
4,7,21,16,1,1,2,0.3
4,7,13,2,1,1,1,0.3
4,4,28,11,0,0,2,0.3
4,1,22,26,1,1,2,0.3
4,4,0,1,0,0,0,0.3
4,7,38,9,0,0,2,0.3
4,1,52,1,2,2,1,0.3
2,3,14,1,0,0,0,0.3
4,7,49,19,0,0,1,0.3
4,7,21,22,1,1,1,0.3
2,7,55,10,0,0,1,0.3
4,7,45,3,0,0,1,0.3
4,2,12,25,0,0,1,0.3
4,1,22,1,0,0,1,0.3
4,5,36,7,1,1,1,0.3
2,3,14,40,0,0,1,0.3
4,1,22,11,0,0,1,0.3
1,1,39,16,0,0,2,0.3
4,4,0,29,0,0,0,0.3
2,3,5,22,0,0,2,0.3
1,2,12,11,0,0,2,0.3
4,7,49,30,1,1,2,0.3
4,1,22,32,0,0,2,0.3
4,1,30,10,1,1,2,0.3
0,7,20,17,1,1,2,0.3
4,7,55,3,0,0,1,0.3
0,0,11,2,0,0,2,0.3
0,6,4,2,0,0,2,0.3
4,5,36,4,1,1,2,0.3
2,7,38,17,2,2,2,0.3
2,1,39,40,0,0,2,0.3
4,1,17,28,0,0,2,0.3
4,1,22,28,0,0,1,0.3
0,7,54,7,0,0,2,0.3
2,7,54,2,0,0,0,0.3
4,7,49,5,1,1,2,0.3
4,5,36,2,1,1,2,0.3
4,7,54,29,5,4,2,0.3
4,7,38,0,0,0,2,0.3
0,7,56,40,0,0,2,0.3
4,7,38,41,0,0,2,0.3
4,7,38,1,0,0,0,0.3
2,7,54,19,0,0,2,0.3
4,7,21,38,1,1,2,0.3
0,0,11,30,0,0,2,0.3
0,7,33,40,0,0,2,0.3
4,5,36,29,1,1,2,0.3
4,1,50,30,0,0,1,0.3
4,1,42,11,0,0,2,0.3
4,7,49,28,0,0,0,0.3
4,1,9,11,0,0,1,0.3
2,7,27,22,1,1,2,0.3
4,1,42,1,0,0,2,0.3
4,5,36,32,1,1,2,0.3
2,1,52,13,0,0,2,0.3
4,7,49,27,1,1,2,0.3
2,7,15,1,0,0,0,0.3
4,1,30,40,1,1,1,0.3
4,1,52,1,2,2,2,0.3
4,7,38,28,0,0,0,0.3
2,3,53,1,0,0,0,0.3
4,5,36,28,1,1,2,0.3
1,1,22,28,0,0,2,0.3
3,0,47,2,5,4,0,0.3
4,1,22,16,0,0,2,0.3
4,7,55,10,1,1,2,0.3
4,3,37,1,0,0,0,0.3
4,5,36,22,1,1,2,0.3
2,1,39,30,5,4,1,0.3
2,7,38,40,0,0,1,0.3
4,1,17,30,0,0,2,0.3
2,7,46,30,5,4,1,0.3
4,7,38,2,2,2,0,0.3
4,1,22,10,0,0,1,0.3
1,7,54,10,0,0,2,0.3
4,7,49,24,0,0,1,0.3
4,1,39,24,0,0,2,0.3
4,7,38,28,0,0,1,0.3
2,1,39,26,0,0,2,0.3
1,7,54,40,0,0,1,0.3
2,1,39,25,0,0,1,0.3
1,1,34,16,1,1,2,0.3
0,1,22,41,0,0,2,0.3
4,1,41,1,0,0,1,0.3
0,7,54,2,0,0,0,0.3
2,4,25,11,0,0,2,0.3
4,2,12,27,0,0,2,0.3
4,1,39,11,0,0,2,0.3
4,4,1,40,0,0,0,0.3
4,7,49,4,0,0,2,0.3
4,1,50,36,5,4,1,0.3
2,1,50,5,5,4,2,0.3
4,7,15,29,5,4,1,0.3
4,5,36,21,1,1,2,0.3
4,7,54,11,5,4,2,0.3
2,1,39,11,0,0,1,0.3
4,7,49,21,0,0,0,0.3
4,5,36,10,1,1,0,0.3
2,7,46,29,5,4,1,0.3
4,2,12,24,0,0,2,0.3
2,3,7,17,0,0,2,0.3
1,1,16,2,0,0,2,0.3
2,7,15,30,0,0,2,0.3
2,7,46,25,0,0,2,0.3
4,7,13,4,1,1,1,0.3
4,3,8,1,0,0,0,0.3
4,7,15,28,0,0,2,0.3
2,1,52,22,0,0,2,0.3
4,1,52,22,2,2,1,0.3
4,1,41,24,0,0,2,0.3
2,1,10,40,1,1,2,0.3
4,7,46,11,0,0,0,0.3
4,7,13,2,1,1,2,0.3
4,3,7,35,0,0,0,0.3
4,7,49,16,0,0,1,0.3
1,2,12,26,0,0,2,0.3
2,7,38,17,1,1,2,0.3
4,2,12,1,2,2,1,0.3
2,1,39,40,0,0,0,0.3
4,1,22,23,0,0,0,0.3
4,1,9,29,0,0,1,0.3
4,7,55,21,0,0,2,0.3
4,7,55,24,0,0,2,0.3
4,7,49,3,1,1,1,0.3
4,1,48,29,0,0,2,0.3
2,3,7,4,0,0,2,0.3
2,7,31,1,0,0,2,0.3
4,1,30,38,1,1,1,0.3
3,7,54,1,0,0,1,0.3
4,7,20,14,1,1,2,0.3
4,7,54,14,0,0,1,0.3
4,7,49,10,0,0,0,0.3
4,4,29,3,0,0,2,0.3
0,7,15,1,0,0,2,0.3
2,7,46,22,0,0,2,0.3
2,1,52,25,0,0,1,0.3
4,1,50,29,0,0,2,0.3
2,7,54,27,0,0,2,0.3
4,0,47,1,5,4,2,0.3
4,1,47,16,0,0,0,0.3
4,2,12,1,0,0,0,0.3
2,7,38,11,4,0,1,0.3
2,7,54,17,5,4,2,0.3
4,7,46,11,0,0,1,0.3
2,7,20,30,1,1,2,0.3
4,1,30,3,1,1,1,0.3
2,7,38,30,2,2,0,0.3
0,7,46,30,0,0,1,0.3
2,1,50,1,5,4,1,0.3
4,1,22,12,0,0,0,0.3
4,1,9,40,0,0,1,0.3
4,1,9,2,0,0,1,0.3
2,1,39,22,0,0,0,0.3
4,7,54,22,5,4,1,0.3
2,7,54,28,0,0,1,0.3
2,7,20,9,1,1,2,0.3
4,7,49,0,1,1,2,0.3
4,3,37,1,0,0,2,0.3
4,1,47,3,0,0,0,0.3
4,7,21,26,1,1,1,0.3
4,2,12,10,0,0,0,0.3
2,7,46,2,0,0,2,0.3
4,7,54,14,5,4,2,0.3
4,1,34,22,1,1,2,0.3
4,7,20,11,1,1,1,0.3
2,1,50,12,0,0,2,0.3
2,7,54,2,2,2,2,0.3
1,6,4,40,0,0,2,0.3
2,3,14,30,0,0,0,0.3
1,1,39,40,0,0,2,0.3
2,1,10,40,1,1,1,0.3
2,1,52,0,2,2,2,0.3
1,6,4,28,0,0,2,0.3
4,7,15,17,1,1,2,0.3
4,1,30,0,1,1,1,0.3
4,7,46,29,0,0,2,0.3
4,7,38,25,0,0,1,0.3
2,1,51,30,0,0,2,0.3
2,7,38,0,1,1,2,0.3
2,1,10,1,1,1,1,0.3
2,3,7,1,0,0,0,0.3
4,4,29,39,0,0,2,0.3
2,1,50,22,0,0,2,0.3
2,3,53,17,0,0,2,0.3
2,7,2,3,2,2,1,0.3
2,7,38,3,4,0,1,0.3
4,5,36,21,1,1,1,0.3
4,1,22,17,0,0,2,0.3
4,7,13,21,1,1,2,0.3
4,7,54,25,0,0,2,0.3
0,1,16,22,0,0,2,0.3
4,1,34,30,1,1,2,0.3
4,4,29,40,0,0,2,0.3
4,7,54,0,0,0,2,0.3
4,0,19,30,1,1,2,0.3
4,7,54,24,0,0,1,0.3
2,7,38,10,0,0,1,0.3
4,3,8,0,0,0,0,0.3
4,1,41,30,1,1,2,0.3
4,7,15,11,0,0,1,0.3
4,1,50,11,0,0,1,0.3
2,7,56,30,1,1,2,0.3
2,1,50,1,5,4,0,0.3
4,3,7,37,0,0,0,0.3
4,2,18,19,0,0,2,0.3
4,7,15,10,0,0,2,0.3
4,7,13,16,1,1,1,0.3
4,4,28,2,0,0,2,0.3
4,7,20,34,1,1,2,0.3
2,1,39,13,0,0,1,0.3
2,7,15,3,0,0,2,0.3
4,7,15,28,5,4,1,0.3
2,7,15,26,5,4,1,0.3
4,1,22,39,0,0,2,0.3
4,7,45,17,0,0,1,0.3
4,1,52,3,2,2,2,0.3
4,1,22,7,0,0,1,0.3
4,4,28,12,0,0,2,0.3
4,2,12,40,0,0,1,0.3
4,7,49,15,0,0,2,0.3
2,7,54,29,5,4,2,0.3
4,7,38,19,0,0,2,0.3
1,1,34,29,1,1,2,0.3
0,1,22,2,0,0,2,0.3
4,7,15,5,0,0,2,0.3
4,4,28,3,0,0,2,0.3
4,5,36,41,1,1,2,0.3
2,7,27,2,1,1,2,0.3
2,1,16,11,0,0,1,0.3
2,7,54,41,5,4,0,0.3
4,7,49,39,1,1,2,0.3
4,7,54,5,0,0,2,0.3
2,1,52,2,0,0,1,0.3
2,1,51,11,5,4,1,0.3
4,1,22,27,0,0,1,0.3
4,1,17,1,0,0,2,0.3
4,7,49,40,0,0,1,0.3
3,0,47,1,5,4,1,0.3
4,3,37,3,0,0,2,0.3
0,7,33,41,0,0,2,0.3
4,7,55,26,1,1,2,0.3
2,1,51,11,0,0,1,0.3
4,5,36,26,1,1,2,0.3
4,7,54,27,5,4,2,0.3
4,3,37,40,0,0,2,0.3
4,1,17,22,0,0,2,0.3
4,5,36,11,1,1,2,0.3
1,1,39,40,0,0,1,0.3
4,5,36,24,1,1,2,0.3
1,1,22,2,0,0,2,0.3
2,7,15,22,0,0,1,0.3
0,7,33,2,0,0,2,0.3
4,2,12,0,0,0,2,0.3
4,7,20,14,1,1,1,0.3
4,7,49,1,3,3,2,0.3
4,1,17,11,0,0,2,0.3
2,7,38,30,4,0,1,0.3
2,1,39,12,0,0,0,0.3
4,1,52,0,0,0,2,0.3
0,7,56,22,0,0,2,0.3
2,7,54,5,5,4,2,0.3
4,7,54,15,0,0,2,0.3
4,7,49,22,0,0,0,0.3
2,7,20,29,1,1,2,0.3
2,7,54,25,5,4,1,0.3
4,7,54,30,5,4,2,0.3
2,7,38,28,2,2,0,0.3
4,1,34,19,1,1,2,0.3
2,4,28,30,0,0,2,0.3
2,1,39,1,0,0,0,0.3
4,1,42,3,0,0,1,0.3
0,7,15,30,0,0,2,0.3
4,7,20,27,1,1,1,0.3
4,7,13,22,1,1,2,0.3
1,7,33,28,0,0,2,0.3
4,7,20,2,0,0,1,0.3
2,7,20,1,1,1,1,0.3
4,1,34,29,1,1,2,0.3
4,7,13,41,1,1,2,0.3
1,1,16,1,0,0,2,0.3
4,3,7,18,0,0,0,0.3
2,7,38,3,0,0,0,0.3
4,2,18,40,0,0,2,0.3
2,4,25,12,0,0,0,0.3
4,1,22,40,0,0,0,0.3
2,7,54,32,0,0,2,0.3
4,1,10,1,1,1,1,0.3
